word1,word2,partial_cor,abs_partial_cor
doceo,loquor,0.19094707416933096,0.19094707416933096
tellus,unda,0.190333501232565,0.190333501232565
iuppiter,mars,0.19020571991748855,0.19020571991748855
natura,sensus,0.1896714486586856,0.1896714486586856
flumen,longe,0.18846186038247392,0.18846186038247392
orbis,unda,0.1881353120135227,0.1881353120135227
arma,telum,0.18766964423364335,0.18766964423364335
prouincia,proximus,0.18712727769441528,0.18712727769441528
honor,princeps,0.18622999977108198,0.18622999977108198
sedeo,sto,0.1851665065026976,0.1851665065026976
edo,proximus,0.18453529386507406,0.18453529386507406
iubeo,mitto,0.18433437104164804,0.18433437104164804
alienus,periculum,0.18381677612544392,0.18381677612544392
iuppiter,numen,0.1833895618839773,0.1833895618839773
accedo,beatus,0.18327097271047488,0.18327097271047488
hostis,romanus,0.181647522292944,0.181647522292944
littera,scribo,0.1812025888693771,0.1812025888693771
auxilium,exercitus,0.180612302694036,0.180612302694036
credo,humanus,0.18044854670716926,0.18044854670716926
amor,durus,0.17999272537742017,0.17999272537742017
comes,manus,0.1780862491465414,0.1780862491465414
iudex,puto,0.1778166069240073,0.1778166069240073
aqua,mille,0.17647101495821454,0.17647101495821454
credo,nescio,0.17546927430741338,0.17546927430741338
morior,mors,0.175453592087236,0.175453592087236
officium,uoluptas,0.17530471062887396,0.17530471062887396
castra,nauis,0.1752512277937603,0.1752512277937603
laus,oro,0.17465323392659965,0.17465323392659965
consul,roma,0.17430478336979735,0.17430478336979735
ferrum,uulnus,0.1737048204439091,0.1737048204439091
caelum,lux,0.17352948972223298,0.17352948972223298
consul,princeps,0.1729460609093419,0.1729460609093419
luna,mars,0.17280237457158787,0.17280237457158787
flumen,mare,0.172700506674665,0.172700506674665
rogo,taceo,0.17266673560786408,0.17266673560786408
murus,pugno,0.1720908003416259,0.1720908003416259
bonum,sapio,0.17191402197804478,0.17191402197804478
male,seruus,0.17114937142340383,0.17114937142340383
audio,oratio,0.17048730842524978,0.17048730842524978
disco,quaero,0.17041583201758959,0.17041583201758959
constituo,luna,0.17009939430708118,0.17009939430708118
alienus,uitium,0.16977204867705342,0.16977204867705342
coepio,transeo,0.16957798494635956,0.16957798494635956
episcopus,rex,0.16946030542103635,0.16946030542103635
littera,numerus,0.16893654196870764,0.16893654196870764
animal,contingo,0.1688293975457627,0.1688293975457627
mensis,spatium,0.16848298114079044,0.16848298114079044
mars,signum,0.16776912986454356,0.16776912986454356
confero,maximus,0.1675728277725866,0.1675728277725866
flumen,mons,0.16749515480309501,0.16749515480309501
cor,salus,0.1671511950745627,0.1671511950745627
iuuenis,occido,0.1669577264786023,0.1669577264786023
patria,uictor,0.16693675351727752,0.16693675351727752
filius,occido,0.16683467817828485,0.16683467817828485
fortuna,timeo,0.16606155308106643,0.16606155308106643
ira,os,0.1654903727710828,0.1654903727710828
fortuna,magnus,0.16513903009334094,0.16513903009334094
caro,fides,0.16350952144914627,0.16350952144914627
gigno,mars,0.16333403325251056,0.16333403325251056
condo,mons,0.1631920834079136,0.1631920834079136
ciuis,consilium,0.1629268356845203,0.1629268356845203
sanguis,umbra,0.1627143402750234,0.1627143402750234
motus,summus,0.1625017345944797,0.1625017345944797
alienus,malus,0.16193680784998565,0.16193680784998565
constituo,gigno,0.1614627272702109,0.1614627272702109
filia,uxor,0.16122781288963867,0.16122781288963867
bene,uinum,0.16116053488860735,0.16116053488860735
finis,uita,0.16101729152454577,0.16101729152454577
castra,miles,0.16070341940254482,0.16070341940254482
nox,parens,0.16050749391859742,0.16050749391859742
ciuitas,exercitus,0.1602819916373451,0.1602819916373451
ingenium,orator,0.15989242538551862,0.15989242538551862
reperio,tres,0.15982483126672908,0.15982483126672908
ingens,subeo,0.15947031459463487,0.15947031459463487
regnum,rex,0.15916378740285803,0.15916378740285803
anima,caro,0.15906344984966153,0.15906344984966153
constituo,potestas,0.15901015357161935,0.15901015357161935
exercitus,mitto,0.15882096899069953,0.15882096899069953
domus,nox,0.15863180455488982,0.15863180455488982
proprius,suscipio,0.15817802334703274,0.15817802334703274
beatus,uirtus,0.15808324646983646,0.15808324646983646
debeo,inimicus,0.15803729879585185,0.15803729879585185
consilium,paucus,0.15802123084279465,0.15802123084279465
eques,ordo,0.15797062555669028,0.15797062555669028
dolor,miser,0.15765794113896747,0.15765794113896747
sensus,sentio,0.15760504872284392,0.15760504872284392
caesar,nauis,0.1575673036315106,0.1575673036315106
crimen,cunctus,0.15739666067527486,0.15739666067527486
episcopus,sanctus,0.1573747094107827,0.1573747094107827
iuuenis,oculus,0.1573170000405417,0.1573170000405417
ciuis,populus,0.15720026223605316,0.15720026223605316
mare,mons,0.1569363524968519,0.1569363524968519
aqua,opus,0.1565495925727003,0.1565495925727003
diuido,singulus,0.15638462261399755,0.15638462261399755
pax,regnum,0.15599328781353308,0.15599328781353308
iudicium,iudico,0.15586931812269417,0.15586931812269417
communis,contineo,0.15584278002107027,0.15584278002107027
caput,roma,0.15577601157948281,0.15577601157948281
communis,genus,0.1554847765088193,0.1554847765088193
mare,uoco,0.15510002995109892,0.15510002995109892
amo,perdo,0.1549741980634675,0.1549741980634675
imperium,templum,0.15490272533858568,0.15490272533858568
pectus,saeuus,0.1548398071995191,0.1548398071995191
capio,condo,0.1547916015923656,0.1547916015923656
subeo,uultus,0.1545504634560151,0.1545504634560151
officium,ratio,0.15421041221302934,0.15421041221302934
comes,coniunx,0.15378875067791542,0.15378875067791542
mereo,pietas,0.1536198806259324,0.1536198806259324
bonum,malum,0.15288894176094492,0.15288894176094492
scribo,uerbum,0.15281774831301884,0.15281774831301884
consto,praesto,0.15234648594330386,0.15234648594330386
fons,mare,0.1517428524125518,0.1517428524125518
genus,orator,0.15079424233935654,0.15079424233935654
flumen,iter,0.1506468634271499,0.1506468634271499
miser,perdo,0.15050501942737843,0.15050501942737843
par,specto,0.15044156393310182,0.15044156393310182
ops,patria,0.15035064663487274,0.15035064663487274
flumen,fons,0.15014078875023773,0.15014078875023773
ciuis,ciuitas,0.1499923441720534,0.1499923441720534
auctoritas,diuinus,0.1496548063447173,0.1496548063447173
lingua,uerbum,0.14956437472862044,0.14956437472862044
soleo,usus,0.14940689478872385,0.14940689478872385
christus,homo,0.1493858481643589,0.1493858481643589
honor,munus,0.1492180532550644,0.1492180532550644
auris,uox,0.14909810831583203,0.14909810831583203
numerus,secundus,0.1487858634484379,0.1487858634484379
maior,primus,0.1487352255004183,0.1487352255004183
annus,reperio,0.14854630208578498,0.14854630208578498
dies,uoco,0.14840514217765405,0.14840514217765405
dexter,turbo,0.14837651352902476,0.14837651352902476
dux,gens,0.1480370400729313,0.1480370400729313
iudex,iuuenis,0.14801980278387708,0.14801980278387708
iudico,ualeo,0.14739296214234654,0.14739296214234654
diuersus,sanctus,0.1470352118174837,0.1470352118174837
gens,mons,0.1469494457650502,0.1469494457650502
debeo,patior,0.14691143098361398,0.14691143098361398
diuido,species,0.14682799887513243,0.14682799887513243
saxum,tellus,0.14661176700997036,0.14661176700997036
gratia,liber,0.14629916888051794,0.14629916888051794
alo,altus,0.14612463972396766,0.14612463972396766
abeo,adsum,0.14609907434290145,0.14609907434290145
ignis,nox,0.14589646059789993,0.14589646059789993
colo,mos,0.14580387725669414,0.14580387725669414
campus,turbo,0.14580054379664126,0.14580054379664126
minor,prior,0.14537305990448934,0.14537305990448934
diuinus,humanus,0.14529513243723396,0.14529513243723396
auxilium,bellum,0.14519980854205394,0.14519980854205394
caro,christus,0.14480300036340862,0.14480300036340862
umbra,uultus,0.14462929951935147,0.14462929951935147
munus,puer,0.1444539932400169,0.1444539932400169
aqua,uinum,0.14427089579247263,0.14427089579247263
bellum,proelium,0.14426436019085007,0.14426436019085007
adsum,oro,0.14411721757360388,0.14411721757360388
doceo,nomen,0.14404943828356565,0.14404943828356565
auxilium,uinco,0.14364432199639068,0.14364432199639068
cursus,mars,0.1434734674865131,0.1434734674865131
longus,muto,0.14309442731278588,0.14309442731278588
amor,coniunx,0.14307340762920978,0.14307340762920978
furor,rapio,0.14305736062073202,0.14305736062073202
curo,istic,0.14258706862219353,0.14258706862219353
cognosco,copia,0.14252650495652824,0.14252650495652824
rex,urbs,0.14241416793146594,0.14241416793146594
ops,spes,0.14233233714912127,0.14233233714912127
dubius,moueo,0.14197463272212335,0.14197463272212335
communis,species,0.14181396390960077,0.14181396390960077
debeo,melior,0.1411814455295658,0.1411814455295658
recipio,transeo,0.14079960190198698,0.14079960190198698
fides,potior,0.140539954323119,0.140539954323119
lex,poena,0.14048206729506557,0.14048206729506557
quaero,soleo,0.14018931892125733,0.14018931892125733
duco,mille,0.13990056880587362,0.13990056880587362
consul,laus,0.1396927862388422,0.1396927862388422
appello,uersus,0.1394209976099674,0.1394209976099674
bellum,regnum,0.13906431427142474,0.13906431427142474
cor,membrum,0.13904892835464122,0.13904892835464122
forma,sumo,0.1390307540693455,0.1390307540693455
appello,scribo,0.13892739371442314,0.13892739371442314
iuuenis,parens,0.13877522418575655,0.13877522418575655
aequor,litus,0.13870106613646668,0.13870106613646668
flumen,nauis,0.13828930910367832,0.13828930910367832
flamma,fundo,0.13823657376220824,0.13823657376220824
dolor,nego,0.13814665608623378,0.13814665608623378
contingo,praesto,0.1381156289195102,0.1381156289195102
nescio,scio,0.137790866378106,0.137790866378106
gens,romanus,0.13769381236083222,0.13769381236083222
mater,occido,0.13749384678911958,0.13749384678911958
ciuis,iudicium,0.13739268585951642,0.13739268585951642
eques,murus,0.13738816307754168,0.13738816307754168
moueo,summus,0.1373535193269343,0.1373535193269343
mors,uita,0.13725090740657683,0.13725090740657683
extremus,summus,0.1370278656981405,0.1370278656981405
annus,trado,0.1369931520976723,0.1369931520976723
laus,paulus,0.13693467752002692,0.13693467752002692
ordo,prouincia,0.13690101804349275,0.13690101804349275
acies,miles,0.1368429784018662,0.1368429784018662
defendo,ius,0.13676343593648338,0.13676343593648338
istic,mulier,0.13655653445431304,0.13655653445431304
ingens,metus,0.13652122427729876,0.13652122427729876
accedo,coepio,0.13614555610792714,0.13614555610792714
mundus,noceo,0.13607971148525086,0.13607971148525086
morior,perdo,0.1359008983465504,0.1359008983465504
noceo,timeo,0.1357731569948029,0.1357731569948029
acies,pugno,0.13562643708142313,0.13562643708142313
gloria,patria,0.13554456727682782,0.13554456727682782
frater,suscipio,0.13530662901361967,0.13530662901361967
ferus,fortis,0.13523853336626615,0.13523853336626615
nescio,sentio,0.1347936699893409,0.1347936699893409
comes,sanguis,0.134701670029903,0.134701670029903
modus,tres,0.13371066203917614,0.13371066203917614
pectus,tristis,0.13314311469351864,0.13314311469351864
romanus,subeo,-0.1328882386243443,0.1328882386243443
regio,spatium,0.1326023922447992,0.1326023922447992
puto,uolo,0.13254641985769186,0.13254641985769186
morior,timeo,0.1324669539080958,0.1324669539080958
casus,lego,0.13239294572749571,0.13239294572749571
fortis,gens,0.13210955333007027,0.13210955333007027
gaudeo,lumen,0.13204199589416243,0.13204199589416243
nauis,recipio,0.1320391301512708,0.1320391301512708
crimen,poena,0.1318328513311527,0.1318328513311527
alo,frons,0.1316935186292048,0.1316935186292048
mereo,pius,0.1311366570267023,0.1311366570267023
graeci,sol,0.13113049967811571,0.13113049967811571
frango,premo,0.13103575533754744,0.13103575533754744
duo,lego,0.13080993155162354,0.13080993155162354
clarus,cor,0.13043910983708876,0.13043910983708876
inimicus,murus,0.1303676853108227,0.1303676853108227
iudex,miser,0.13023227236083237,0.13023227236083237
dexter,murus,0.13014153509312854,0.13014153509312854
frons,os,0.12942877473519654,0.12942877473519654
sto,umbra,0.12940017802672443,0.12940017802672443
arbor,melior,0.1286807416005613,0.1286807416005613
beatus,sanctus,0.12844666493291354,0.12844666493291354
diuinus,dominus,0.12844146579518015,0.12844146579518015
caro,spiritus,0.12824938866847252,0.12824938866847252
fatum,fortuna,0.12800766151240112,0.12800766151240112
audio,loquor,0.12782731014544718,0.12782731014544718
proelium,uictor,0.12759623626638814,0.12759623626638814
transeo,ualeo,0.12757173569058344,0.12757173569058344
forma,numen,0.12750065949351982,0.12750065949351982
uerbum,uersus,0.12742630775084943,0.12742630775084943
relinquo,reliquus,0.1271704882462834,0.1271704882462834
caelum,mundus,0.1271069551649653,0.1271069551649653
annus,regio,0.12693432024998844,0.12693432024998844
cunctus,mundus,0.12687215517171826,0.12687215517171826
christus,pater,0.1266827478810644,0.1266827478810644
appello,uetus,0.12662592839798537,0.12662592839798537
miser,pietas,0.12648287632628974,0.12648287632628974
liber,scribo,0.1264465159039454,0.1264465159039454
cognosco,contineo,0.12633186525424037,0.12633186525424037
alo,mons,0.12611116472870124,0.12611116472870124
proximus,spatium,0.12594155431493928,0.12594155431493928
officium,uerus,0.12583685108290996,0.12583685108290996
malus,scio,0.12577349380906713,0.12577349380906713
locus,pars,0.12558381573593264,0.12558381573593264
abeo,episcopus,0.1255052720323949,0.1255052720323949
paro,uinco,0.12533476950664796,0.12533476950664796
contingo,traho,0.12518873189220892,0.12518873189220892
doceo,uerbum,0.12518297156262467,0.12518297156262467
domus,mulier,0.12494743055184011,0.12494743055184011
defendo,iudex,0.12482652127149493,0.12482652127149493
poena,scelus,0.12480431505581123,0.12480431505581123
efficio,modus,0.12447690647345322,0.12447690647345322
inuenio,luna,0.12437162426252317,0.12437162426252317
copia,paucus,0.12413661342257726,0.12413661342257726
arbor,mensis,0.1241342195385913,0.1241342195385913
paruus,soleo,0.1241332375948173,0.1241332375948173
ingenium,memoria,0.1240935765177303,0.1240935765177303
diuersus,dominus,0.12396649110904555,0.12396649110904555
castra,proelium,0.12396405679926326,0.12396405679926326
ferus,tristis,0.12375492781024937,0.12375492781024937
intellego,loquor,0.12355168428211825,0.12355168428211825
animus,metus,0.12332966152776983,0.12332966152776983
agmen,saeuus,0.1232831979637433,0.1232831979637433
lux,sidus,0.1232510428174337,0.1232510428174337
nascor,solus,0.12317112006120418,0.12317112006120418
frons,specto,0.12309048837352984,0.12309048837352984
caesar,fatum,0.12296924667852444,0.12296924667852444
iter,nauis,0.12293994173545192,0.12293994173545192
communis,modus,0.12274443934121548,0.12274443934121548
minor,nouus,0.12267545466842747,0.12267545466842747
imperator,imperium,0.12249473843230729,0.12249473843230729
liber,numerus,0.1224055657274995,0.1224055657274995
aurum,reddo,0.12218517062298141,0.12218517062298141
orbis,sidus,0.12217951250484448,0.12217951250484448
domus,parens,0.12215701239663783,0.12215701239663783
abeo,ago,0.12183193265694209,0.12183193265694209
fortis,moueo,0.12137502188642646,0.12137502188642646
acies,murus,0.12132132766799757,0.12132132766799757
cor,praesens,0.12127994299779964,0.12127994299779964
mater,pater,0.12118545376390571,0.12118545376390571
pius,salus,0.12107306186921268,0.12107306186921268
dies,paucus,0.12084567678277837,0.12084567678277837
ius,uis,0.12048195243175323,0.12048195243175323
existimo,periculum,0.12038679828506099,0.12038679828506099
grauis,miser,0.12028119899263578,0.12028119899263578
inimicus,iudex,0.12016777561715794,0.12016777561715794
saeculum,spiritus,0.12016564876484326,0.12016564876484326
filia,filius,0.1200758702731399,0.1200758702731399
existimo,parum,0.12005864810461699,0.12005864810461699
orator,sermo,0.1199714906719423,0.1199714906719423
aer,uersus,0.11993865015686962,0.11993865015686962
intellego,natura,0.11992673628855927,0.11992673628855927
malum,sapio,0.11987307520237916,0.11987307520237916
crimen,munus,0.11984693168260464,0.11984693168260464
regio,urbs,0.11983818767338018,0.11983818767338018
cor,iustus,0.11943735607667841,0.11943735607667841
ciuitas,inimicus,0.11941510348643875,0.11941510348643875
acies,fortis,0.11934803204818206,0.11934803204818206
arbor,spatium,0.11928652527389828,0.11928652527389828
confero,pars,0.1192595107906902,0.1192595107906902
aetas,exemplum,0.11911825217924749,0.11911825217924749
certus,existimo,0.11909422572791509,0.11909422572791509
praesens,sanctus,0.11902566439354294,0.11902566439354294
cura,honor,0.11879163380386218,0.11879163380386218
cado,moueo,0.11846586895551581,0.11846586895551581
humanus,saeculum,0.11844863085135135,0.11844863085135135
animal,diuido,0.11843521780825875,0.11843521780825875
dies,tertius,0.11833303500242857,0.11833303500242857
claudo,pondus,0.1183241845646921,0.1183241845646921
locus,spatium,0.1181722837660892,0.1181722837660892
istic,seruus,0.11806055735257397,0.11806055735257397
praesens,recipio,0.11786986046167679,0.11786986046167679
caesar,prouincia,0.11776923073891775,0.11776923073891775
frango,rapio,0.11758282756189589,0.11758282756189589
nego,probo,0.11757616565858331,0.11757616565858331
malum,uitium,0.11749922337078571,0.11749922337078571
extremus,uoluptas,0.11747350477786031,0.11747350477786031
manus,redeo,0.11740614617586521,0.11740614617586521
nescio,uerus,0.11730000115755405,0.11730000115755405
ars,genus,0.1172794343596433,0.1172794343596433
exemplum,secundus,0.11713780594343971,0.11713780594343971
constituo,mars,0.11695229192845591,0.11695229192845591
campus,fundo,0.11686706449859291,0.11686706449859291
consto,ostendo,0.11680482377643815,0.11680482377643815
crimen,mereo,0.11677135108628221,0.11677135108628221
humanus,praesto,0.11672034860278122,0.11672034860278122
uirtus,uoluptas,0.11656567384774044,0.11656567384774044
subeo,umbra,0.11654688390861798,0.11654688390861798
equus,pugno,0.11648907693985715,0.11648907693985715
oratio,sententia,0.1163558897823491,0.1163558897823491
arbor,pes,0.11621562629880718,0.11621562629880718
animus,bonum,0.11613885770155208,0.11613885770155208
fortis,uirtus,0.11594151920005749,0.11594151920005749
bellum,socius,0.11584642763182583,0.11584642763182583
homo,sententia,0.11584058597257839,0.11584058597257839
cado,premo,0.11555242074361011,0.11555242074361011
castra,iter,0.11545511222399218,0.11545511222399218
corpus,sensus,0.1152194343752117,0.1152194343752117
cado,iaceo,0.11510392011242483,0.11510392011242483
laus,probo,0.11495680576724185,0.11495680576724185
spatium,tres,0.11482895580657147,0.11482895580657147
audeo,extremus,0.11477324708300529,0.11477324708300529
lumen,sol,0.11475108708250595,0.11475108708250595
locus,luna,0.11473723822505133,0.11473723822505133
cunctus,gens,0.11453337768624766,0.11453337768624766
paucus,tempus,0.11447118247240504,0.11447118247240504
scribo,uersus,0.11441709131166744,0.11441709131166744
semen,terra,0.11441335305172437,0.11441335305172437
accipio,coepio,0.1143328217429597,0.1143328217429597
credo,fides,0.11429857523296914,0.11429857523296914
aetas,facile,0.11403309315647202,0.11403309315647202
luna,sol,0.11399951265435156,0.11399951265435156
mitto,nauis,0.11399220440269418,0.11399220440269418
consul,honor,0.11398945441478169,0.11398945441478169
similis,sol,0.11398895621905045,0.11398895621905045
appello,utor,0.11386701270133971,0.11386701270133971
accedo,episcopus,0.11382129649786464,0.11382129649786464
imperium,metus,0.11374853419942295,0.11374853419942295
iuuenis,mundus,-0.1134662894826722,0.1134662894826722
bonus,malum,0.11337596270203382,0.11337596270203382
mensis,uinum,0.11327972647272472,0.11327972647272472
caesar,cogo,0.11326690941479686,0.11326690941479686
patior,totus,0.11313618474091729,0.11313618474091729
semen,seruo,0.11309898621368954,0.11309898621368954
comes,puer,0.1130436890650335,0.1130436890650335
iubeo,peto,0.11294529759070415,0.11294529759070415
ars,disco,0.11280973276950858,0.11280973276950858
fortuna,periculum,0.11269763447604902,0.11269763447604902
sermo,similis,0.11259762868882646,0.11259762868882646
abeo,domus,0.11247961519329977,0.11247961519329977
constituo,periculum,0.11243521524018359,0.11243521524018359
adsum,cerno,0.1124098582930705,0.1124098582930705
inuenio,uitium,0.1122743425871485,0.1122743425871485
memoria,sententia,0.11219605987956614,0.11219605987956614
graeci,romanus,0.11217216996152493,0.11217216996152493
nego,potior,0.11210194032707337,0.11210194032707337
peto,uox,0.11194110919864972,0.11194110919864972
cunctus,iustus,0.1118005457799023,0.1118005457799023
patria,regnum,0.11140214097307899,0.11140214097307899
mille,urbs,0.11138487592876953,0.11138487592876953
cerno,proprius,0.1113738813390959,0.1113738813390959
uetus,usus,0.1113235129404067,0.1113235129404067
redeo,rogo,0.11118423807860774,0.11118423807860774
ius,soleo,0.11109377587708329,0.11109377587708329
auris,dignus,0.11107450587747277,0.11107450587747277
iaceo,premo,0.1110134521031483,0.1110134521031483
nouus,ordo,0.11099804186666234,0.11099804186666234
diuido,pars,0.11092692391447198,0.11092692391447198
cogo,iter,0.11083238266661592,0.11083238266661592
pectus,uultus,0.11078174978124643,0.11078174978124643
deus,numen,0.11077283556008911,0.11077283556008911
ciuis,edo,-0.1107498309255583,0.1107498309255583
aqua,fons,0.1107493369768541,0.1107493369768541
lingua,uersus,0.1107195272902083,0.1107195272902083
dominus,spiritus,0.11068925483847486,0.11068925483847486
mater,miser,0.110618733594854,0.110618733594854
malo,potior,0.11050974921392819,0.11050974921392819
roma,senatus,0.11049636064941741,0.11049636064941741
exemplum,numen,-0.11011122047588914,0.11011122047588914
caput,duco,0.11005495277124377,0.11005495277124377
efficio,intellego,0.10978808691552513,0.10978808691552513
ars,modus,0.1097200489246997,0.1097200489246997
ciuis,princeps,0.10962531889945533,0.10962531889945533
constituo,locus,0.1094635440746596,0.1094635440746596
ostendo,uoco,0.10943620609626147,0.10943620609626147
noceo,paulus,-0.10937371973568064,0.10937371973568064
curo,semen,0.1093701426541304,0.1093701426541304
bellum,romanus,0.10931199011363144,0.10931199011363144
frater,prior,0.10924989700176921,0.10924989700176921
uetus,utor,0.10924596953545895,0.10924596953545895
condo,fortis,-0.1090667027545836,0.1090667027545836
regio,transeo,0.10900799867174492,0.10900799867174492
ira,turbo,0.10885735785161034,0.10885735785161034
flumen,regio,0.10885052255153657,0.10885052255153657
coepio,episcopus,0.10879954528698049,0.10879954528698049
addo,uinum,0.10874895330861858,0.10874895330861858
dies,sol,0.10871042274960174,0.10871042274960174
uita,uitium,0.1086183149996103,0.1086183149996103
inuenio,mulier,0.10859670992040416,0.10859670992040416
cor,sanctus,0.10858839553945837,0.10858839553945837
amicus,parum,0.10852602139246771,0.10852602139246771
christus,salus,0.1085096208798812,0.1085096208798812
iuppiter,potestas,0.10842606451724168,0.10842606451724168
bonus,laudo,0.10836470936003538,0.10836470936003538
agmen,turbo,0.10824404986835637,0.10824404986835637
gigno,potestas,0.108200955505035,0.108200955505035
gigno,maximus,0.10797178015200894,0.10797178015200894
coniunx,parens,0.10782416583642884,0.10782416583642884
animus,sapio,0.10775252536992967,0.10775252536992967
bonus,sapio,0.10771878838211621,0.10771878838211621
morior,occido,0.1076407428739689,0.1076407428739689
auxilium,gero,0.10762763272794933,0.10762763272794933
cor,furor,0.10762712744252488,0.10762712744252488
aer,medius,0.10738960598464942,0.10738960598464942
altus,surgo,0.10736536114654376,0.10736536114654376
sacer,sol,0.10732450098007894,0.10732450098007894
mundus,saeculum,0.10728190358472602,0.10728190358472602
dominus,iustus,0.10728174421669169,0.10728174421669169
memoria,soleo,0.10702626966426343,0.10702626966426343
dies,seruus,0.10699816559872795,0.10699816559872795
fons,mons,0.10688741886882232,0.10688741886882232
audeo,fama,0.1068282855017763,0.1068282855017763
felix,pius,0.10652597306078974,0.10652597306078974
dies,uinum,0.10646308660225992,0.10646308660225992
certus,cunctus,0.10635540833840695,0.10635540833840695
flamma,sidus,0.10626713420875228,0.10626713420875228
appello,orator,-0.10613373996285723,0.10613373996285723
dolor,natura,0.1060955576394695,0.1060955576394695
alienus,scio,0.10591717679948431,0.10591717679948431
alo,traho,0.10587682386052828,0.10587682386052828
amicus,metus,0.10583566599924936,0.10583566599924936
iudicium,orator,0.10579084937512047,0.10579084937512047
salus,spes,0.10572889415187642,0.10572889415187642
ira,subeo,0.10565084868658854,0.10565084868658854
fatum,scelus,0.10560821837072767,0.10560821837072767
certus,numen,0.10557247555557839,0.10557247555557839
