dim1,dim2,feature,term_count,doc_freq,prevalence
-0.04983241681048026,-0.034387107475429286,malus,1811,172,0.47513812154696133
-0.03149533543494238,-0.027384741531914555,malum,817,134,0.3701657458563536
-0.0423018610977133,-0.052111372228660156,uitium,1010,128,0.35359116022099446
-0.031279684465132955,-0.02567442600978017,secundus,786,131,0.36187845303867405
-0.031039062026656124,-0.005151331910934212,conuenio,813,138,0.3812154696132597
-0.02475666893013641,-0.0200127519963978,auctor,859,147,0.40607734806629836
-0.2517721151017521,0.3542286413649281,rex,3879,162,0.44751381215469616
-0.04162038617813202,-0.013261437766381098,caput,1682,184,0.5082872928176796
-0.036042802303390825,-0.02003493381643008,duco,1667,191,0.5276243093922652
-0.06693106849176039,-0.03888992787895036,hostis,2100,160,0.4419889502762431
-0.042060498420184465,-0.006506124066688686,imperium,1259,148,0.4088397790055249
-0.05750689659088929,0.020673471185389095,mitto,2079,188,0.5193370165745856
-0.0374871196107107,-0.0030439263791792108,nauis,677,85,0.23480662983425415
-0.06147548616731857,-0.04126570520984483,totus,3316,213,0.5883977900552486
-0.036504006699795304,-0.03001469639416046,nascor,1951,198,0.5469613259668509
-0.0370290137285439,-0.024501448204034625,refero,1575,188,0.5193370165745856
-0.04355661918645525,-0.006530965734980537,mensis,927,109,0.3011049723756906
-0.07024322864162312,0.035873572261908064,annus,2584,200,0.5524861878453039
-0.04595672099963711,0.02018097390521295,puer,1288,158,0.43646408839779005
-0.0366233621570111,-0.029584417803484645,labor,1685,189,0.5220994475138122
-0.03505567337967761,-0.01887786324039154,capio,1656,194,0.5359116022099447
-0.055504181303695235,-0.04834551140582794,dolor,1316,135,0.3729281767955801
-0.0377595286850329,-0.024721694606654274,paro,1484,180,0.4972375690607735
-0.035022234153915525,-0.035330657973688895,soleo,1451,179,0.494475138121547
-0.020123528883262687,-0.020563349367639164,semen,628,94,0.2596685082872928
-0.06563178615858578,-0.024358140257980228,nomen,3834,218,0.6022099447513812
-0.02694056721613865,-0.021344548372662364,paruus,1119,173,0.47790055248618785
-0.04422291804152649,-0.047119690804186626,ars,1696,166,0.4585635359116022
-0.035494275570341044,-0.021926670379943,nego,1264,156,0.430939226519337
-0.03207802200667542,-0.014439927728970757,pereo,1122,166,0.4585635359116022
-0.028663092669952324,-0.033216248803276165,disco,828,138,0.3812154696132597
-0.03523660294710576,-0.02715686626990462,studium,977,132,0.36464088397790057
-0.02173898062069646,-0.017508434826266343,cogo,967,168,0.46408839779005523
-0.0369442806966051,-4.954441605089384e-4,reddo,1538,193,0.5331491712707183
-0.03986190989724784,-0.031910644101664866,iudico,732,95,0.26243093922651933
-0.022831944698207013,-0.015643154538864893,gaudeo,801,144,0.39779005524861877
-0.09532116053672854,-0.05168531401145842,pars,4504,212,0.585635359116022
-0.028886822415610493,-0.0088401056779457525,rogo,908,142,0.39226519337016574
-0.054428716819852764,0.01729952102161309,iubeo,1990,192,0.5303867403314917
-0.020378387268416592,-0.01828454603783986,lingua,721,148,0.4088397790055249
-0.056568808690451444,0.008477014959276032,relinquo,1789,189,0.5220994475138122
-0.019349073062337446,-0.017352123947865578,cedo,834,160,0.4419889502762431
-0.03196188229685932,-0.004038313438762313,uinum,767,124,0.3425414364640884
-0.0522877227543467,-0.06240298826486631,iuppiter,1441,128,0.35359116022099446
-0.028998933983008145,-0.004945481588540972,pes,1322,172,0.47513812154696133
-0.02937153057500889,-0.003766776518200567,gloria,988,152,0.4198895027624309
-0.02288253254799769,-0.01808830270522156,laus,915,161,0.4447513812154696
-0.028627725663963443,-0.00941753858374333,uia,1213,179,0.494475138121547
-0.04609332408787832,-0.06283856025313489,orator,654,48,0.13259668508287292
-0.03338313161997051,0.0049191048241137795,aurum,927,148,0.4088397790055249
-0.026067734604417452,-0.01928113988495754,audeo,839,144,0.39779005524861877
-0.05616383093949176,-0.06226130551170781,fortuna,1347,133,0.3674033149171271
-0.026795096147957952,-0.024811441976608686,bene,1146,152,0.4198895027624309
-0.0474175544571241,-0.02064556782334853,occido,963,119,0.3287292817679558
-0.026488087685710354,-0.022995538534232668,cura,1266,171,0.4723756906077348
-0.032858085527652174,-0.018352656527318413,fugio,1166,163,0.45027624309392267
-0.06650615385546743,-0.015915544288539852,manus,3044,212,0.585635359116022
-0.020946097618303967,-0.01622804234558322,edo,710,148,0.4088397790055249
-0.06530725783155605,-0.07045848201812582,appello,1145,98,0.27071823204419887
-0.021035570467594276,-0.021697059780295444,frango,652,131,0.36187845303867405
-0.03323926389513107,0.001945692923290049,auxilium,642,113,0.31215469613259667
-0.034987345625072074,-0.03589311186035175,membrum,1169,138,0.3812154696132597
-0.0400088322258468,-0.017258722297048782,teneo,2014,200,0.5524861878453039
-0.04179921754939533,-0.010414034662140324,aqua,1655,146,0.40331491712707185
-0.029500462899156067,-0.020191727418244345,lux,1253,164,0.4530386740331492
-0.03726339204226406,-0.017991394014578076,mare,1187,142,0.39226519337016574
-0.026052020947743733,-0.026647720021455715,forma,1010,142,0.39226519337016574
-0.038792414326699755,-0.008198158476505608,diuinus,843,114,0.3149171270718232
-0.0835218433226464,-0.046246304468153906,liber,2666,188,0.5193370165745856
-0.060461525486041494,0.03368193274624072,frater,1657,157,0.43370165745856354
-0.03922104607047564,-7.847985253332942e-4,prior,1678,195,0.5386740331491713
-0.0450093255444938,-0.044899742747594965,ius,1895,175,0.48342541436464087
-0.03669971741708693,-0.03849366921218675,uetus,1174,159,0.43922651933701656
-0.07911576839066409,-0.07815319810067592,ratio,2213,151,0.4171270718232044
-0.045719240312161555,0.022835781058096846,transeo,733,121,0.3342541436464088
-0.07446527660262238,0.06791858148780244,dominus,2668,178,0.49171270718232046
-0.026807684175202337,-0.01687364906560765,contineo,647,115,0.31767955801104975
-0.022556353540530805,-0.013533589390904613,salus,904,143,0.39502762430939226
-0.027580043576999287,-0.017314315613036185,plenus,875,156,0.430939226519337
-0.038872937350698494,-0.010612276419041996,mundus,1410,152,0.4198895027624309
-0.05605071493478747,-0.029891145945288303,publicus,1459,117,0.32320441988950277
-0.02413051676625262,-0.01996800979252222,muto,871,169,0.46685082872928174
-0.04194659580237131,-0.03191363623384337,lex,2147,193,0.5331491712707183
-0.03645064913768103,-0.011777211105412544,patria,930,139,0.3839779005524862
-0.032701192724138954,-0.03091158378147236,par,904,141,0.38950276243093923
-0.03634118852798467,0.007871101762114798,pax,978,144,0.39779005524861877
-0.06034035972908919,-0.08249610396123278,uoluptas,1132,97,0.26795580110497236
-0.02267890760405335,-0.015516474654142407,senex,880,123,0.3397790055248619
-0.05707849213604535,-0.013113107040540991,duo,2172,179,0.494475138121547
-0.025633804343293064,-0.017149059359696996,addo,899,154,0.425414364640884
-0.030339004438034042,-0.03240167409848223,doceo,1480,180,0.4972375690607735
-0.14892117473178162,0.11557021523088355,filius,2578,135,0.3729281767955801
-0.03351483812740181,-0.017197938463895113,nescio,1085,155,0.4281767955801105
-0.03819096818477055,-0.027439556780427955,sermo,1047,129,0.356353591160221
-0.04063496317918968,-0.0052969500981980425,mille,1163,144,0.39779005524861877
-0.039163696145320226,-0.03194157311640348,sto,1346,168,0.46408839779005523
-0.04757999409036943,-0.04176921316228802,solus,2525,202,0.5580110497237569
-0.021562348214417534,-0.01774339061071617,defendo,648,123,0.3397790055248619
-0.03319766955704231,-0.020030995232742,grauis,1094,165,0.4558011049723757
-0.05941137930180083,-0.027463966425844127,terra,3316,209,0.5773480662983426
-0.021115357089870463,-0.022921057129848828,ferus,650,132,0.36464088397790057
-0.05966781441219702,-0.07517947298003634,bonum,1189,127,0.35082872928176795
-0.029545760235703454,-0.018646512211397338,cado,929,155,0.4281767955801105
-0.03897250128363483,0.0022523564321116126,recipio,951,140,0.3867403314917127
-0.025550248349212927,-0.010625743279599363,diuido,632,127,0.35082872928176795
-0.02845842128624443,-0.01294909094336142,prouincia,631,75,0.20718232044198895
-0.04211129284199773,-0.040172638247276946,mens,2098,190,0.5248618784530387
-0.017136043123190427,-0.008536013934531576,fons,620,128,0.35359116022099446
-0.05428654929050176,0.040842370115628766,accedo,861,132,0.36464088397790057
-0.0292380588549384,-0.02296923017576718,seruo,1245,172,0.47513812154696133
-0.02468300060038462,-0.01540344880527163,noceo,655,132,0.36464088397790057
-0.024995633069656093,-0.018433402062822974,amor,1408,175,0.48342541436464087
-0.021231808456230686,-0.006159406965520333,cupio,777,148,0.4088397790055249
-0.037395713913471,-0.02638350370813492,uinco,1427,171,0.4723756906077348
-0.06871765692917581,-0.04712639077227267,primus,3419,214,0.5911602209944752
-0.04363464354034589,-0.02499798140710696,oculus,1618,180,0.4972375690607735
-0.03029389647003584,-0.021456530079025586,nouus,1478,184,0.5082872928176796
-0.04653292823670248,0.029602171850269532,spiritus,950,119,0.3287292817679558
-0.03536559124765992,-0.03208402665145894,ferrum,846,123,0.3397790055248619
-0.025036488646572777,-0.006762135334616219,cor,1010,142,0.39226519337016574
-0.045396833771407415,-0.0075852040705996545,fides,2080,184,0.5082872928176796
-0.04268354486134662,0.005044899900479012,murus,601,92,0.2541436464088398
-0.04213750853858923,-0.0335398414217403,memoria,629,82,0.2265193370165746
-0.026106865084679083,-0.009410493693256413,oro,712,120,0.3314917127071823
-0.04993636774217475,-0.03618707196175961,miles,1426,130,0.35911602209944754
-0.05034048110985686,-0.034186989573437694,intellego,1081,105,0.2900552486187845
-0.04203221440891941,-0.034793290573588896,periculum,778,94,0.2596685082872928
-0.024404107276362205,-0.020048427677203832,fama,843,151,0.4171270718232044
-0.03724373101180726,-0.02352671281083132,equus,933,128,0.35359116022099446
-0.02945663724386104,-0.02805395525964595,turbo,646,113,0.31215469613259667
-0.024941373009340136,-0.01354329139532726,sedes,733,134,0.3701657458563536
-0.0608286263408455,-0.05203199423253204,puto,2437,181,0.5
-0.04886539009954444,-0.029450861908906053,sanguis,1393,148,0.4088397790055249
-0.04171731746889321,0.02843718511674792,regio,686,107,0.2955801104972376
-0.0816146389597117,-0.010987202701298953,tempus,4059,216,0.5966850828729282
-0.022979245765797962,-0.02039799672096518,fortis,730,138,0.3812154696132597
-0.08150878130358788,-0.025348703451266125,debeo,2425,169,0.46685082872928174
-0.04811174126877259,-0.05484061972441653,luna,858,100,0.27624309392265195
-0.057798200122964355,0.03754497011685105,coepio,903,126,0.34806629834254144
-0.037622928832017975,-0.03403808256336526,longus,1500,167,0.4613259668508287
-0.022575429057105353,-0.020795659856016068,communis,730,140,0.3867403314917127
-0.037484968992001585,-0.029336720198103714,sentio,1381,170,0.4696132596685083
-0.022161054510140384,-0.025349246378381138,tristis,746,133,0.3674033149171271
-0.025053347897703204,-0.012595077763094563,iter,863,149,0.4116022099447514
-0.02323926354529701,-0.010955205708516302,iustus,834,140,0.3867403314917127
-0.042549046855950276,-0.048928903347674864,telum,943,115,0.31767955801104975
-0.025194097821959364,-0.011614183151992948,confero,682,136,0.3756906077348066
-0.034799347957452646,-0.025349195711283027,praesto,1017,142,0.39226519337016574
-0.04830628484713083,-0.029202032339204227,littera,942,105,0.2900552486187845
-0.026276562951731464,-0.02197516964810785,copia,692,111,0.30662983425414364
-0.022719500985423254,-0.025778797228907396,laudo,694,134,0.3701657458563536
-0.036892489711531286,0.01234046901166155,cerno,839,128,0.35359116022099446
-0.027592682695414858,-0.015073176322609533,rego,834,152,0.4198895027624309
-0.025815322487992273,-0.02243715966148934,longe,757,134,0.3701657458563536
-0.029860084212425208,-0.020537093866172904,poena,1055,147,0.40607734806629836
-0.028874926430600155,-0.024597528807814212,cursus,789,137,0.3784530386740331
-0.03641991647344984,-0.020617788525131336,lego,1176,157,0.43370165745856354
-0.0469290553654518,-0.006312777108972942,morior,1132,149,0.4116022099447514
-0.0760542831777184,-0.06103661244663968,corpus,3538,206,0.569060773480663
-0.02636458258837575,-0.022232477921271285,exemplum,787,139,0.3839779005524862
-0.03500340975686857,-0.028730638071361947,moueo,1157,156,0.430939226519337
-0.01959187683602061,-0.015259942585340556,tollo,832,166,0.4585635359116022
-0.03371110955965428,-0.004333675801796867,tres,1085,145,0.4005524861878453
-0.029343866477215,-5.727579017563954e-4,paucus,775,145,0.4005524861878453
-0.029254396274337034,-0.020725419556286085,dignus,985,152,0.4198895027624309
-0.04709033961297239,0.007126597136901862,respondeo,965,124,0.3425414364640884
-0.0813831375269055,-0.04220758122421733,uirtus,2733,178,0.49171270718232046
-0.030034953816641535,0.005147364458785933,crimen,910,137,0.3784530386740331
-0.029671314964665307,-0.027992446719811468,rapio,972,150,0.4143646408839779
-0.028705835233633147,-0.024563145076396307,probo,1036,147,0.40607734806629836
-0.08172120972233478,-0.04768788235535356,scribo,1880,153,0.42265193370165743
-0.04074991904718182,0.0034446711107569217,cognosco,1088,143,0.39502762430939226
-0.07602054981640499,-0.03378699034426583,mors,2626,185,0.511049723756906
-0.05813988636288456,-0.04953821324335056,signum,1985,161,0.4447513812154696
-0.04631752519423581,0.014022296908972139,imperator,673,64,0.17679558011049723
-0.030234981304865023,-0.03074176464501832,saeuus,787,119,0.3287292817679558
-0.031524776180515544,-0.01467194341640843,species,913,118,0.3259668508287293
-0.04921424242707019,-0.064673489805145,mars,707,77,0.212707182320442
-0.06766549750085667,-0.058089106660316,arma,2083,157,0.43370165745856354
-0.10693910172528469,0.09158110700362988,exercitus,1204,83,0.2292817679558011
-0.03995359548740024,-0.03447657447485967,numerus,1161,131,0.36187845303867405
-0.039021490233909426,-0.022116439210848955,ignis,1375,160,0.4419889502762431
-0.042608274438891966,-0.04997391085296816,fatum,961,107,0.2955801104972376
-0.03193865757177939,-0.028754466975440027,efficio,814,112,0.30939226519337015
-0.04362420980823856,-0.03565425889203553,humanus,1142,136,0.3756906077348066
-0.0363404021106916,-0.009018374526467286,eques,629,79,0.21823204419889503
-0.048509727567739025,-0.02607868347357826,proelium,939,111,0.30662983425414364
-0.042461751653939964,-0.02647658410648853,iudex,1065,130,0.35911602209944754
-0.06580265550650262,-0.0017398612176722432,dux,1487,145,0.4005524861878453
-0.01877195235199949,-0.0022538693296445516,caro,661,86,0.23756906077348067
-0.045475423246760786,0.002601020665730149,trado,1088,151,0.4171270718232044
-0.024674962659236008,-0.02190894426824611,dubius,620,135,0.3729281767955801
-0.03216315932639705,-0.029524550147085354,dexter,878,123,0.3397790055248619
-0.036221621209044326,-0.030570583540933626,metus,820,128,0.35359116022099446
-0.03625525998495058,-0.02014115434482082,similis,1093,156,0.430939226519337
-0.02157523958197985,-0.023039276541037188,saxum,614,116,0.32044198895027626
-0.04991215625289064,-0.041940890387028425,medius,1806,172,0.47513812154696133
-0.02827893395408979,-0.02416048885043628,traho,844,136,0.3756906077348066
-0.025412203723637807,-0.022747428939349675,alo,854,142,0.39226519337016574
-0.0363511704750865,-0.0336303037343755,ingens,778,110,0.30386740331491713
-0.04759878505300678,0.018277394220056378,proprius,1192,135,0.3729281767955801
-0.10028613781886876,0.1702733417490084,sanctus,1950,150,0.4143646408839779
-0.02137023223145255,-0.013075181132438577,condo,675,130,0.35911602209944754
-0.016973661446140178,-0.015056787089301525,clarus,634,136,0.3756906077348066
-0.0615041518366444,-0.066649607817249,graeci,808,66,0.18232044198895028
-0.028126013449263496,-0.0332670381924274,umbra,741,126,0.34806629834254144
-0.03345728821520413,0.014852073061493035,comes,632,123,0.3397790055248619
-0.027593789105619566,-0.028274507805150714,iaceo,919,144,0.39779005524861877
-0.01993662592895611,-0.018143358837781447,frons,669,135,0.3729281767955801
-0.0912954007817373,0.06373848867945396,regnum,1782,151,0.4171270718232044
-0.04064413601976914,-0.021141472747840895,timeo,1065,145,0.4005524861878453
-0.05302290336441652,-0.045247402354617744,senatus,1061,87,0.24033149171270718
-0.03955937897835288,-0.02966916227186877,ira,1028,133,0.3674033149171271
-0.049738149538994025,0.0014003368319774065,cunctus,1733,159,0.43922651933701656
-0.02266892176324533,-0.025429217531112956,durus,796,129,0.356353591160221
-0.026236239518610295,-0.002896691099807696,surgo,605,107,0.2955801104972376
-0.02942222117683672,0.009462379651606156,munus,1213,177,0.4889502762430939
-0.02675661737159733,-0.02124971775057457,contingo,599,116,0.32044198895027626
-0.04348804885990023,-0.01875758136409759,caelum,1925,181,0.5
-0.03597256585334998,-0.029746866800495188,lumen,1229,143,0.39502762430939226
-0.027309170502047127,-0.028433910821399715,consto,739,123,0.3397790055248619
-0.04316093516564464,-0.031901086719913326,singulus,1043,127,0.35082872928176795
-0.02329598465506438,-0.017148565195840168,pondus,696,132,0.36464088397790057
-0.0637950644875958,-0.039448089083533235,romanus,1768,136,0.3756906077348066
-0.025302324426488342,-0.027304916165983174,subeo,698,124,0.3425414364640884
-0.029185587238641033,-0.02202790010443088,pugno,602,107,0.2955801104972376
-0.019190160927838283,-0.021379527451865995,altus,600,123,0.3397790055248619
-0.025501534174671228,-0.013536406143550676,arbor,761,110,0.30386740331491713
-0.03661506526588585,-0.02925851250809799,finis,1302,167,0.4613259668508287
-0.023500807174865447,-0.014262090882205206,fundo,749,139,0.3839779005524862
-0.025245718191814873,-0.0149815686635854,ager,1017,139,0.3839779005524862
-0.04942821535497883,-0.05578494188386382,existimo,652,72,0.19889502762430938
-0.11556966320814298,0.08036887190541593,ciuitas,1450,88,0.2430939226519337
-0.04129607495580434,-0.036540229851721936,acies,818,95,0.26243093922651933
-0.043766514667478044,-0.03489737914500828,campus,1018,129,0.356353591160221
-0.0270512544205321,-0.026017813989464785,uarius,785,131,0.36187845303867405
-0.03901421420477707,-0.040355071516193525,consul,1058,105,0.2900552486187845
-0.0365085590277802,-0.03908394565780365,unda,1138,118,0.3259668508287293
-0.03542759143703927,-0.03413250309432877,gigno,631,96,0.26519337016574585
-0.01619004746326854,-0.011994254609819293,tego,631,139,0.3839779005524862
-0.035384076166485284,-0.013599243274415326,princeps,1213,127,0.35082872928176795
-0.08517435353331293,0.07520185595115324,beatus,937,104,0.287292817679558
-0.026243966152003462,-0.029697536025777325,premo,802,132,0.36464088397790057
-0.03857729105728636,-0.039533564603855785,uersus,840,129,0.356353591160221
-0.053086011647577924,-0.03643470793134307,castra,1026,94,0.2596685082872928
-0.030386523356237184,-0.036176068120678674,aequor,654,85,0.23480662983425415
-0.02751706254993037,-0.023800617006556855,aer,698,117,0.32320441988950277
-0.026233266609664817,-0.022445212845290802,flamma,819,124,0.3425414364640884
-0.0324027905328987,-0.011400934993579725,paulus,632,105,0.2900552486187845
-0.039469318937573744,-0.02294340770879768,litus,862,107,0.2955801104972376
-0.03741413676433689,-0.004216448644879592,iudicium,1013,128,0.35359116022099446
-0.05112859311907583,-0.03846628675441747,maximus,1338,143,0.39502762430939226
-0.041320334919735975,-0.036176679822205786,uulnus,955,121,0.3342541436464088
-0.038487141439984794,-0.03562375875628618,iuuenis,856,114,0.3149171270718232
-0.03181766185888418,-0.0261056042183436,motus,775,117,0.32320441988950277
-0.01563842494190475,-0.008043974379466762,pius,727,129,0.356353591160221
-0.03318714368699048,-0.021061569136206357,auctoritas,630,69,0.19060773480662985
-0.05216850149068889,-0.05297777770232277,constituo,1040,106,0.292817679558011
-0.036590847750745205,0.03352866046330114,suscipio,681,118,0.3259668508287293
-0.07551356686235879,-0.095341755620455,natura,2207,152,0.4198895027624309
-0.025007251260414982,-0.013701089291410347,felix,710,125,0.3453038674033149
-0.05243116669811713,0.03524324151435297,reliquus,733,85,0.23480662983425415
