word1,word2,ppmi,mi
lex,summus,0.46883317610712344,0.264971448124272
mater,peto,0.4687178445509511,0.19655685677046986
puto,relinquo,0.4686800023152271,0.21069027810497154
accipio,relinquo,0.46864458716107915,0.2261161557344149
rex,teneo,0.46857514030525743,0.19568749329140367
gens,quaero,0.4684905531192513,0.1694300793124306
malus,pono,0.46812474710275,0.21522639602499982
medius,pono,0.46812474710275,0.21522639602499982
bellum,mitto,0.4679907069076753,0.17040761946282945
debeo,tempus,0.46787145420299553,0.26674690996272865
duo,natura,0.46786962792078574,0.13248972767701517
annus,nox,0.46778910033395726,0.2328391874631297
quaero,urbs,0.46768943150620684,0.22226157336276664
peto,rex,0.46757563997217383,0.16829527382453247
domus,liber,0.467518749060482,0.22193444899722437
credo,puto,0.4674751828923768,0.23425695584122685
opus,scio,0.46741368353810064,0.20109929282903138
debeo,teneo,0.4673744363001201,0.21000616101742153
liber,puto,0.46734051182625186,0.20650972910936183
inuenio,mens,0.46728612438236944,0.1663563543608655
duo,signum,0.46704112745914445,0.14637425677452853
arma,malus,0.46702742277553927,0.12824095064153695
arma,medius,0.46702742277553927,0.12824095064153695
ago,inuenio,0.4670109644439201,0.24536215442639175
fides,mors,0.46698792323471633,0.20591364434947845
debeo,liber,0.46694595668205274,0.17934244125525112
dies,scio,0.46693896242783256,0.26640290865131266
inuenio,populus,0.46691292042207577,0.1895144094373169
credo,liber,0.4668016461254851,0.25295886867031836
teneo,urbs,0.4667212210061718,0.2505384347987363
animus,malus,0.46651799841403846,0.21038655665501427
filius,uerus,0.4664939741014331,0.11635720679870953
arma,mitto,0.46649089410309624,0.1559867824641481
lex,teneo,0.4664350934231104,0.2745826939308822
arma,mater,0.46640297815069,0.13255370829999524
gens,relinquo,0.466332631732577,0.16520222164892395
modus,uerus,0.4662385788759355,0.1910073439411759
uerus,uirtus,0.4662385788759355,0.1910073439411759
mors,uirtus,0.4662385788759355,0.1910073439411759
quaero,scribo,0.4662124821924666,0.1526917454627652
locus,modus,0.4660727826391303,0.25708468638723136
dominus,scio,0.46603690498193745,0.16152842685126956
loquor,puto,0.4659848696508179,0.20240615261467187
bellum,loquor,0.46594394558541546,0.16629916007256007
mens,scio,0.4658012134225322,0.18691007975428509
malus,primus,0.4657700552228506,0.26300396790683145
debeo,hostis,0.46569517478040007,0.12715019321276522
audio,pono,0.46565294594232026,0.20510251300058346
iubeo,loquor,0.4656352559703698,0.23041021777007575
malus,urbs,0.4654363325432975,0.17731199833979705
malus,mors,0.4654363325432975,0.17731199833979705
iubeo,signum,0.46539936054957864,0.17077076542717595
opus,quaero,0.46537078190830045,0.24733167550692503
puto,rex,0.4653632496892332,0.15032552298292767
