time,step,detail
2026-03-29 01:58:04,xgb_inner_fold,outer 3 candidate 5 of 8 fold 5 of 5
2026-03-29 01:58:06,xgb_inner_fold,outer 3 candidate 6 of 8 fold 1 of 5
2026-03-29 01:58:08,xgb_inner_fold,outer 3 candidate 6 of 8 fold 2 of 5
2026-03-29 01:58:09,xgb_inner_fold,outer 3 candidate 6 of 8 fold 3 of 5
2026-03-29 01:58:11,xgb_inner_fold,outer 3 candidate 6 of 8 fold 4 of 5
2026-03-29 01:58:12,xgb_inner_fold,outer 3 candidate 6 of 8 fold 5 of 5
2026-03-29 01:58:14,xgb_inner_fold,outer 3 candidate 7 of 8 fold 1 of 5
2026-03-29 01:58:17,xgb_inner_fold,outer 3 candidate 7 of 8 fold 2 of 5
2026-03-29 01:58:19,xgb_inner_fold,outer 3 candidate 7 of 8 fold 3 of 5
2026-03-29 01:58:23,xgb_inner_fold,outer 3 candidate 7 of 8 fold 4 of 5
2026-03-29 01:58:25,xgb_inner_fold,outer 3 candidate 7 of 8 fold 5 of 5
2026-03-29 01:58:29,xgb_inner_fold,outer 3 candidate 8 of 8 fold 1 of 5
2026-03-29 01:58:31,xgb_inner_fold,outer 3 candidate 8 of 8 fold 2 of 5
2026-03-29 01:58:33,xgb_inner_fold,outer 3 candidate 8 of 8 fold 3 of 5
2026-03-29 01:58:34,xgb_inner_fold,outer 3 candidate 8 of 8 fold 4 of 5
2026-03-29 01:58:36,xgb_inner_fold,outer 3 candidate 8 of 8 fold 5 of 5
2026-03-29 01:58:41,tune_lgb,outer fold 3
2026-03-29 01:58:41,lgb_inner_fold,outer 3 candidate 1 of 8 fold 1 of 5
2026-03-29 01:58:41,lgb_inner_fold,outer 3 candidate 1 of 8 fold 2 of 5
2026-03-29 01:58:42,lgb_inner_fold,outer 3 candidate 1 of 8 fold 3 of 5
2026-03-29 01:58:43,lgb_inner_fold,outer 3 candidate 1 of 8 fold 4 of 5
2026-03-29 01:58:43,lgb_inner_fold,outer 3 candidate 1 of 8 fold 5 of 5
2026-03-29 01:58:44,lgb_inner_fold,outer 3 candidate 2 of 8 fold 1 of 5
2026-03-29 01:58:45,lgb_inner_fold,outer 3 candidate 2 of 8 fold 2 of 5
2026-03-29 01:58:45,lgb_inner_fold,outer 3 candidate 2 of 8 fold 3 of 5
2026-03-29 01:58:45,lgb_inner_fold,outer 3 candidate 2 of 8 fold 4 of 5
2026-03-29 01:58:46,lgb_inner_fold,outer 3 candidate 2 of 8 fold 5 of 5
2026-03-29 01:58:46,lgb_inner_fold,outer 3 candidate 3 of 8 fold 1 of 5
2026-03-29 01:58:47,lgb_inner_fold,outer 3 candidate 3 of 8 fold 2 of 5
2026-03-29 01:58:48,lgb_inner_fold,outer 3 candidate 3 of 8 fold 3 of 5
2026-03-29 01:58:48,lgb_inner_fold,outer 3 candidate 3 of 8 fold 4 of 5
2026-03-29 01:58:49,lgb_inner_fold,outer 3 candidate 3 of 8 fold 5 of 5
2026-03-29 01:58:50,lgb_inner_fold,outer 3 candidate 4 of 8 fold 1 of 5
2026-03-29 01:58:50,lgb_inner_fold,outer 3 candidate 4 of 8 fold 2 of 5
2026-03-29 01:58:51,lgb_inner_fold,outer 3 candidate 4 of 8 fold 3 of 5
2026-03-29 01:58:51,lgb_inner_fold,outer 3 candidate 4 of 8 fold 4 of 5
2026-03-29 01:58:52,lgb_inner_fold,outer 3 candidate 4 of 8 fold 5 of 5
2026-03-29 01:58:52,lgb_inner_fold,outer 3 candidate 5 of 8 fold 1 of 5
2026-03-29 01:58:53,lgb_inner_fold,outer 3 candidate 5 of 8 fold 2 of 5
2026-03-29 01:58:53,lgb_inner_fold,outer 3 candidate 5 of 8 fold 3 of 5
2026-03-29 01:58:54,lgb_inner_fold,outer 3 candidate 5 of 8 fold 4 of 5
2026-03-29 01:58:54,lgb_inner_fold,outer 3 candidate 5 of 8 fold 5 of 5
2026-03-29 01:58:55,lgb_inner_fold,outer 3 candidate 6 of 8 fold 1 of 5
2026-03-29 01:58:55,lgb_inner_fold,outer 3 candidate 6 of 8 fold 2 of 5
2026-03-29 01:58:56,lgb_inner_fold,outer 3 candidate 6 of 8 fold 3 of 5
2026-03-29 01:58:56,lgb_inner_fold,outer 3 candidate 6 of 8 fold 4 of 5
2026-03-29 01:58:57,lgb_inner_fold,outer 3 candidate 6 of 8 fold 5 of 5
2026-03-29 01:58:57,lgb_inner_fold,outer 3 candidate 7 of 8 fold 1 of 5
