score,model,creator_idx,mean,lower,upper,y_sd,creator,mean_std,lower_std,upper_std,model_pretty,date_function,has_label,has_creator,score_label
score_bert_logit,label_date_linear_creator,32,-0.009818305330066966,-0.6589283237548001,0.6088330247247967,4.390385762811726,"Caper, Flavius",-0.0022363195082381665,-0.150084379677107,0.13867415248150836,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
score_bert_logit,label_date_linear_creator,33,0.052437509788450395,-0.5152568729448885,0.8053924786152845,4.390385762811726,"Cassiodorus, Flavius Magnus Aurelius",0.011943713518893144,-0.11736027328379992,0.18344458143912362,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
score_bert_logit,label_date_linear_creator,34,0.032391538054078024,-0.5756547424504943,0.7501386838650841,4.390385762811726,"Catilina, Lucius Sergius",0.007377834159459732,-0.13111712126221658,0.1708594015175273,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
score_bert_logit,label_date_linear_creator,35,0.018288034237419107,-0.5976658754360759,0.6927744874897183,4.390385762811726,"Cato Porcius, Marcus",0.004165473201085396,-0.13613060622110662,0.15779353453580036,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
score_bert_logit,label_date_linear_creator,36,0.00529412858290055,-0.6151992724831878,0.6416397929361677,4.390385762811726,Catullus,0.001205845879818552,-0.1401241953939822,0.14614656378742527,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
score_bert_logit,label_date_linear_creator,37,-0.058631918346854,-0.8391177284629301,0.5002870045642057,4.390385762811726,Censorinus,-0.013354616544971774,-0.19112619569118128,0.11395058010661184,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
score_bert_logit,label_date_linear_creator,38,0.04327875874020757,-0.5508169392632205,0.7882562956268447,4.390385762811726,Chalcidius,0.009857620965063135,-0.1254598044501816,0.17954146587839317,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
score_bert_logit,label_date_linear_creator,39,-0.03635370951405007,-0.6258312274247604,0.4734096677798384,4.390385762811726,"Cicero, Marcus Tullius",-0.008280299608745118,-0.14254584021426867,0.1078287178748169,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
score_bert_logit,label_date_linear_creator,40,-0.026362517771966666,-0.6994130386899905,0.5656185288467911,4.390385762811726,"Claudianus, Claudius",-0.006004601690190288,-0.1593056001170309,0.12883116869542532,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
score_bert_logit,label_date_linear_creator,41,3.4360008697084166e-4,-0.5829251967489295,0.5850797289602171,4.390385762811726,Columba,7.826193540468995e-5,-0.13277311567619696,0.13326385437837146,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
score_bert_logit,label_date_linear_creator,42,0.0050188065240998805,-0.6079563587097431,0.6322386944519963,4.390385762811726,"Columella, Lucius Iunius Moderatus",0.0011431356594245369,-0.13847447389688847,0.14400527165683338,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
score_bert_logit,label_date_linear_creator,43,0.16493058121178025,-0.37426333338140666,1.3041110018990665,4.390385762811726,Commodianus,0.03756630740943231,-0.08524611585422916,0.2970379079090028,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
score_bert_logit,label_date_linear_creator,44,-0.033239771015873006,-0.7419159888910362,0.5663568928294117,4.390385762811726,comoediae incertorum,-0.007571036535656339,-0.16898651484690774,0.1289993461683196,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
score_bert_logit,label_date_linear_creator,45,0.08212922908767308,-0.43827610643938686,0.8898813823481738,4.390385762811726,Corippus,0.018706608832266988,-0.09982633192548952,0.20268865435147296,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
score_bert_logit,label_date_linear_creator,46,0.004039198734732123,-0.6128071541022846,0.6327863587476349,4.390385762811726,Cornelia,9.200099838482774e-4,-0.1395793415906637,0.14413001338232767,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
score_bert_logit,label_date_linear_creator,47,-0.0017365897154627379,-0.600472300424718,0.5922484055977786,4.390385762811726,Cornelius Seuerus,-3.9554376523637805e-4,-0.13676982681361438,0.1348966668520003,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
